ID_Date,StationId,Date,PM2.5,PM10,NO2,CO,O3,AQI,HIS,HRI_Normalized,HRI_Category
TN_1_2023-02-26,1,26-02-2023,4.13558378,4.730688658,3.116381568,0.695228347,3.316692488,34.76141735,3.664610431,0.007329221,Low
TN_1_2023-02-27,1,27-02-2023,4.13558378,4.680781938,3.193867086,0.726155394,3.316692488,36.3077697,3.666849283,0.007333699,Low
TN_1_2023-02-28,1,28-02-2023,4.13558378,4.689099561,3.211395137,0.663957928,3.316692488,33.1978964,3.66533815,0.007330676,Low
TN_1_2023-03-01,1,01-03-2023,4.13558378,4.583044571,3.333447537,0.663385754,3.316692488,33.1692877,3.657075045,0.00731415,Low
TN_1_2023-03-02,1,02-03-2023,4.13558378,4.791469642,3.484364477,0.681570006,3.316692488,34.0785003,3.733637279,0.007467275,Low
TN_1_2023-03-03,1,03-03-2023,4.13558378,4.855692533,3.471755694,0.652307102,3.316692488,32.6153551,3.744875394,0.007489751,Low
TN_1_2023-03-04,1,04-03-2023,4.13558378,4.855692533,3.804784667,0.694084241,3.316692488,34.70421205,3.799007454,0.007598015,Low
TN_1_2023-03-05,1,05-03-2023,4.13558378,4.691441851,3.804784667,0.619885538,3.316692488,30.9942769,3.750524913,0.00750105,Low
TN_1_2023-03-06,1,06-03-2023,4.13558378,4.607135614,3.221170626,0.608519324,3.316692488,30.4259662,3.640769626,0.007281539,Low
TN_1_2023-03-07,1,07-03-2023,4.13558378,4.626887849,3.287525675,0.721221602,3.316692488,36.0610801,3.66693117,0.007333862,Low
TN_1_2023-03-08,1,08-03-2023,4.099532471,4.524502659,3.352080081,0.807235126,3.316692488,40.3617563,3.647001428,0.007294003,Low
TN_1_2023-03-09,1,09-03-2023,4.13558378,4.619811436,3.344958888,0.835396968,3.316692488,41.7698484,3.685194585,0.007370389,Low
TN_1_2023-03-10,1,10-03-2023,4.13558378,4.651036437,3.336220493,0.825088768,3.316692488,41.2544384,3.690659256,0.007381319,Low
TN_1_2023-03-11,1,11-03-2023,4.13558378,4.775529859,3.441153446,0.902065025,3.316692488,45.10325125,3.74522018,0.00749044,Low
TN_1_2023-03-12,1,12-03-2023,4.13558378,4.598305357,3.250291047,0.828203018,3.316692488,41.4101509,3.664898494,0.007329797,Low
TN_1_2023-03-13,1,13-03-2023,4.08748894,4.512337352,3.332366947,0.877405518,3.316692488,43.8702759,3.643804934,0.00728761,Low
TN_1_2023-03-14,1,14-03-2023,4.13558378,4.71478601,3.393579317,0.891741859,3.316692488,44.58709295,3.721865782,0.007443732,Low
TN_1_2023-03-15,1,15-03-2023,4.13558378,4.760803992,3.277552145,0.91027266,3.125288327,45.513633,3.689108658,0.007378217,Low
TN_1_2023-03-16,1,16-03-2023,3.679123688,4.100981632,3.026874234,0.845868268,2.7662798,42.2934134,3.266498631,0.006532997,Low
TN_1_2023-03-17,1,17-03-2023,3.873316827,4.297073271,2.770592373,0.909280104,2.952987859,45.4640052,3.379394252,0.006758789,Low
TN_1_2023-03-18,1,18-03-2023,3.494265994,3.914401425,2.940083749,0.889632995,2.778802018,44.48164975,3.148389619,0.006296779,Low
TN_1_2023-03-19,1,19-03-2023,3.466032083,3.885808784,2.78700471,0.91027266,2.755223097,45.513633,3.106924862,0.00621385,Low
TN_1_2023-03-20,1,20-03-2023,3.14876057,3.564156555,2.843465865,0.91027266,2.664013871,45.513633,2.910254565,0.005820509,Low
TN_1_2023-03-21,1,21-03-2023,3.442266012,3.861621857,2.815304755,0.860822066,2.682559064,43.0411033,3.080960348,0.006161921,Low
TN_1_2023-03-22,1,22-03-2023,3.206329391,3.622832388,2.642585325,0.804846936,2.657507112,40.2423468,2.903421943,0.005806844,Low
TN_1_2023-03-23,1,23-03-2023,3.125828084,3.541117323,2.651242216,0.91027266,2.556236295,45.513633,2.851468203,0.005702936,Low
TN_1_2023-03-24,1,24-03-2023,3.477650321,3.897571162,2.765821081,0.850150929,2.691010005,42.50754645,3.095110159,0.00619022,Low
TN_1_2023-03-25,1,25-03-2023,3.045451239,3.45948376,2.693178591,0.780614183,2.511593095,39.03070915,2.789556045,0.005579112,Low
TN_1_2023-03-26,1,26-03-2023,3.079497212,3.493108483,2.639459035,0.742433254,2.499515849,37.1216627,2.796190703,0.005592381,Low
TN_1_2023-03-27,1,27-03-2023,3.244477238,3.661502012,2.648174865,0.780375548,2.612293626,39.0187774,2.918050365,0.005836101,Low
TN_1_2023-03-28,1,28-03-2023,3.375188452,3.79303612,2.967302434,0.798695179,2.599190773,39.93475895,3.044418487,0.006088837,Low
TN_1_2023-03-29,1,29-03-2023,3.544171751,3.964867111,2.711659621,0.810775883,3.134370396,40.53879415,3.189658981,0.006379318,Low
TN_1_2023-03-30,1,30-03-2023,3.709655872,4.485569875,3.171851184,0.91027266,2.638497649,45.513633,3.382351615,0.006764703,Low
TN_1_2023-03-31,1,31-03-2023,3.2944398,4.14415603,3.804784667,0.91027266,2.252066352,45.513633,3.188647856,0.006377296,Low
TN_1_2023-04-01,1,01-04-2023,3.080532875,3.797211332,3.804784667,0.91027266,2.807577067,45.513633,3.110370865,0.006220742,Low
TN_1_2023-04-02,1,02-04-2023,2.923591596,3.616370363,3.751982212,0.91027266,3.022142584,45.513633,3.034495635,0.006068991,Low
TN_1_2023-04-03,1,03-04-2023,3.160314074,3.836526891,3.804784667,0.90319142,3.246036933,45.159571,3.213184031,0.006426368,Low
TN_1_2023-04-04,1,04-04-2023,2.852785264,3.49044757,3.804784667,0.91027266,3.122513286,45.513633,3.001208694,0.006002417,Low
TN_1_2023-04-05,1,05-04-2023,3.336137243,3.664538733,3.515589902,0.91027266,3.106338382,45.513633,3.168099227,0.006336198,Low
TN_1_2023-04-06,1,06-04-2023,3.221977953,3.63869209,3.645390967,0.91027266,3.014064935,45.513633,3.127310957,0.006254622,Low
TN_1_2023-04-07,1,07-04-2023,3.091957439,3.506694346,3.804784667,0.91027266,2.874178466,45.513633,3.051730426,0.006103461,Low
TN_1_2023-04-08,1,08-04-2023,3.279882073,3.697431324,3.804784667,0.91027266,3.139049182,45.513633,3.2049189,0.006409838,Low
TN_1_2023-04-09,1,09-04-2023,3.568810605,3.989706522,3.804784667,0.91027266,3.173800004,45.513633,3.384325309,0.006768651,Low
TN_1_2023-04-10,1,10-04-2023,3.789409572,4.212252076,3.804784667,0.91027266,3.212789284,45.513633,3.523019728,0.007046039,Low
TN_1_2023-04-11,1,11-04-2023,3.887866916,4.311452342,3.804784667,0.825970857,3.316692488,41.29854285,3.589435165,0.00717887,Low
TN_1_2023-04-12,1,12-04-2023,4.108822011,4.533855797,3.804784667,0.91027266,3.316692488,45.513633,3.730800492,0.007461601,Low
TN_1_2023-04-13,1,13-04-2023,4.13558378,4.855692533,3.804784667,0.91027266,3.316692488,45.513633,3.820626295,0.007641253,Low
TN_1_2023-04-14,1,14-04-2023,4.13558378,4.584322075,3.804784667,0.91027266,3.316692488,45.513633,3.752783681,0.007505567,Low
TN_1_2023-04-15,1,15-04-2023,3.965537442,4.389656309,3.804784667,0.91027266,3.316692488,45.513633,3.644601021,0.007289202,Low
TN_1_2023-04-16,1,16-04-2023,4.029489942,4.45402142,3.804784667,0.91027266,3.316692488,45.513633,3.683075674,0.007366151,Low
TN_1_2023-04-17,1,17-04-2023,4.13558378,4.637041576,3.804784667,0.91027266,3.316692488,45.513633,3.765963556,0.007531927,Low
TN_1_2023-04-18,1,18-04-2023,4.011752698,4.436199114,3.804784667,0.91027266,3.23824399,45.513633,3.660644787,0.00732129,Low
TN_1_2023-04-19,1,19-04-2023,3.928009127,4.351857334,3.804784667,0.91027266,3.270910719,45.513633,3.615149102,0.007230298,Low
TN_1_2023-04-20,1,20-04-2023,3.987842706,4.412414381,3.804784667,0.91027266,3.316692488,45.513633,3.658097382,0.007316195,Low
TN_1_2023-04-21,1,21-04-2023,3.811983186,4.235082779,3.759501322,0.91027266,3.316692488,45.513633,3.545421147,0.007090842,Low
TN_1_2023-04-22,1,22-04-2023,3.735217872,4.157655116,3.796284753,0.91027266,3.186749995,45.513633,3.485222512,0.006970445,Low
TN_1_2023-04-23,1,23-04-2023,3.420530127,3.837294969,3.711851414,0.91027266,3.099352213,45.513633,3.269217097,0.006538434,Low
TN_1_2023-04-24,1,24-04-2023,3.53324547,3.953760581,3.804784667,0.91027266,3.044709259,45.513633,3.343527415,0.006687055,Low
TN_1_2023-04-25,1,25-04-2023,3.470037618,3.88983136,3.804784667,0.91027266,2.797103473,45.513633,3.268281493,0.006536563,Low
TN_1_2023-04-26,1,26-04-2023,3.979812746,4.402917994,3.804784667,0.91027266,2.817487811,45.513633,3.578032097,0.007156064,Low
TN_1_2023-04-27,1,27-04-2023,4.097094828,4.522069335,3.804784667,0.91027266,2.74906551,45.513633,3.638605316,0.007277211,Low
TN_1_2023-04-28,1,28-04-2023,3.70656502,4.128700139,3.804784667,0.91027266,2.729256618,45.513633,3.400606251,0.006801213,Low
TN_1_2023-04-29,1,29-04-2023,3.685311464,4.107328767,3.804784667,0.91027266,2.721231464,45.513633,3.38662089,0.006773242,Low
TN_1_2023-04-30,1,30-04-2023,3.509269842,3.929508134,3.804784667,0.91027266,2.750901247,45.513633,3.285001631,0.006570003,Low
TN_1_2023-05-01,1,01-05-2023,3.155472955,3.57117747,3.804784667,0.91027266,2.73092997,45.513633,3.068594363,0.006137189,Low
TN_1_2023-05-02,1,02-05-2023,2.839338339,3.24927435,3.804784667,0.91027266,2.722037568,45.513633,2.876137607,0.005752275,Low
TN_1_2023-05-03,1,03-05-2023,3.631036063,4.052520185,3.804784667,0.91027266,2.737298815,45.513633,3.356332457,0.006712665,Low
TN_1_2023-05-04,1,04-05-2023,3.588349076,4.009376551,3.804784667,0.91027266,2.861962757,45.513633,3.349305694,0.006698611,Low
TN_1_2023-05-05,1,05-05-2023,3.729032892,4.151357003,3.804784667,0.91027266,2.811717617,45.513633,3.426503372,0.006853007,Low
TN_1_2023-05-06,1,06-05-2023,3.628942367,4.050427747,3.804784667,0.91027266,2.893978287,45.513633,3.378578474,0.006757157,Low
TN_1_2023-05-07,1,07-05-2023,3.751353672,4.173829956,3.804784667,0.91027266,3.029626997,45.513633,3.47262029,0.006945241,Low
TN_1_2023-05-08,1,08-05-2023,3.71718449,4.139322121,3.804784667,0.91027266,3.173371299,45.513633,3.473595763,0.006947192,Low
TN_1_2023-05-09,1,09-05-2023,3.843643041,4.439312195,3.534425352,0.737728477,2.999591138,36.88642385,3.508978434,0.007017957,Low
TN_1_2023-05-10,1,10-05-2023,3.610424172,4.274601586,3.694359205,0.767426517,2.986490042,38.37132585,3.411168895,0.006822338,Low
TN_1_2023-05-11,1,11-05-2023,3.534594911,4.172275854,3.804784667,0.91027266,3.11296732,45.513633,3.408867246,0.006817734,Low
TN_1_2023-05-12,1,12-05-2023,3.358749597,3.989164843,3.804784667,0.629767247,3.080681195,31.48836235,3.268650174,0.0065373,Low
TN_1_2023-05-13,1,13-05-2023,3.321205502,3.948278456,3.804784667,0.91027266,2.840304158,45.513633,3.237282129,0.006474564,Low
TN_1_2023-05-14,1,14-05-2023,3.630974438,4.100546586,3.804784667,0.91027266,2.913689593,45.513633,3.394776105,0.006789552,Low
TN_1_2023-05-15,1,15-05-2023,4.13558378,4.656197075,3.804784667,0.91027266,2.977914758,45.513633,3.719935772,0.007439872,Low
TN_1_2023-05-16,1,16-05-2023,4.086944564,4.511857558,3.804784667,0.91027266,3.111771506,45.513633,3.686905679,0.007373811,Low
TN_1_2023-05-17,1,17-05-2023,4.129388155,4.554548672,3.804784667,0.91027266,2.981460626,45.513633,3.692887082,0.007385774,Low
TN_1_2023-05-18,1,18-05-2023,3.807116091,4.230078678,3.024508677,0.91027266,2.880627289,45.513633,3.366807962,0.006733616,Low
TN_1_2023-05-19,1,19-05-2023,3.857480285,4.280835655,3.804784667,0.91027266,2.940975386,45.513633,3.523218287,0.007046437,Low
TN_1_2023-05-20,1,20-05-2023,3.837241088,4.260077217,3.804784667,0.91027266,2.96687366,45.513633,3.5148297,0.007029659,Low
TN_1_2023-05-21,1,21-05-2023,3.808291563,4.231259259,3.804784667,0.91027266,2.925784706,45.513633,3.491329534,0.006982659,Low
TN_1_2023-05-22,1,22-05-2023,3.781878727,4.204685882,3.804784667,0.91027266,2.865546468,45.513633,3.466405961,0.006932812,Low
TN_1_2023-05-23,1,23-05-2023,3.809885685,4.232918702,3.804784667,0.91027266,3.022090166,45.513633,3.506748156,0.007013496,Low
TN_1_2023-05-24,1,24-05-2023,3.8991446,4.322836747,3.804784667,0.91027266,2.999795189,45.513633,3.557124041,0.007114248,Low
TN_1_2023-05-25,1,25-05-2023,3.861458977,4.284833868,3.804784667,0.91027266,2.904244985,45.513633,3.520100823,0.007040202,Low
TN_1_2023-05-26,1,26-05-2023,3.930816818,4.354616183,3.804784667,0.91027266,3.074490503,45.513633,3.587358474,0.007174717,Low
TN_1_2023-05-27,1,27-05-2023,4.021459578,4.445650431,3.804784667,0.91027266,3.02528939,45.513633,3.634461835,0.007268924,Low
TN_1_2023-05-28,1,28-05-2023,3.898846295,4.322477037,3.804784667,0.91027266,3.040016601,45.513633,3.562962919,0.007125926,Low
TN_1_2023-05-29,1,29-05-2023,4.13558378,4.705114184,3.804784667,0.91027266,3.012273529,45.513633,3.737318864,0.007474638,Low
TN_1_2023-05-30,1,30-05-2023,3.902448847,4.326141307,3.804784667,0.91027266,2.953842725,45.513633,3.552213798,0.007104428,Low
TN_1_2023-05-31,1,31-05-2023,4.13558378,4.629979662,3.804784667,0.91027266,3.04220494,45.513633,3.723024946,0.00744605,Low
TN_1_2023-06-01,1,01-06-2023,3.913113383,4.336932107,3.804784667,0.91027266,2.937867728,45.513633,3.556247836,0.007112496,Low
TN_1_2023-06-02,1,02-06-2023,4.13558378,4.577564506,3.804784667,0.91027266,3.22254824,45.513633,3.736972652,0.007473945,Low
TN_1_2023-06-03,1,03-06-2023,4.023696676,4.448093122,3.804784667,0.91027266,3.073965653,45.513633,3.643156931,0.007286314,Low
TN_1_2023-06-04,1,04-06-2023,4.13558378,4.458139566,3.804784667,0.91027266,2.933334053,45.513633,3.663734288,0.007327469,Low
TN_1_2023-06-05,1,05-06-2023,4.062681284,4.4873809,3.804784667,0.91027266,2.927687613,45.513633,3.644681782,0.007289364,Low
TN_1_2023-06-06,1,06-06-2023,3.755042188,4.177601214,3.804784667,0.810054412,2.903137155,40.5027206,3.445858784,0.006891718,Low
TN_1_2023-06-07,1,07-06-2023,4.132158704,4.55722836,3.804784667,0.753543018,3.262201349,37.6771509,3.720964841,0.00744193,Low
TN_1_2023-06-08,1,08-06-2023,3.737409443,4.174582764,3.804784667,0.776389891,3.316692488,38.81949455,3.497599558,0.006995199,Low
TN_1_2023-06-09,1,09-06-2023,3.673594834,4.09536314,3.804784667,0.91027266,3.316692488,45.513633,3.468847816,0.006937696,Low
TN_1_2023-06-10,1,10-06-2023,3.626300124,4.047899389,3.804784667,0.840803604,3.316692488,42.0401802,3.433481824,0.006866964,Low
TN_1_2023-06-11,1,11-06-2023,3.453096685,3.872713899,3.804784667,0.91027266,3.316692488,45.513633,3.336011154,0.006672022,Low
TN_1_2023-06-12,1,12-06-2023,3.513517994,3.933815753,3.804784667,0.91027266,3.316692488,45.513633,3.372434075,0.006744868,Low
TN_1_2023-06-13,1,13-06-2023,3.62438908,4.045788746,3.804784667,0.91027266,3.316692488,45.513633,3.439232204,0.006878464,Low
TN_1_2023-06-14,1,14-06-2023,3.835506366,4.258712216,3.804784667,0.903515025,3.316692488,45.17575125,3.565678358,0.007131357,Low
TN_1_2023-06-15,1,15-06-2023,3.995146859,4.419455797,3.804784667,0.91027266,3.316692488,45.513633,3.662414189,0.007324828,Low
TN_1_2023-06-16,1,16-06-2023,3.862292816,4.28559269,3.804784667,0.609859921,3.316692488,30.49299605,3.552408223,0.007104816,Low
TN_1_2023-06-17,1,17-06-2023,3.902779022,4.326491443,3.804784667,0.708924834,3.316692488,35.4462417,3.586709575,0.007173419,Low
TN_1_2023-06-18,1,18-06-2023,3.705119267,4.127237986,3.804784667,0.91027266,3.316692488,45.513633,3.487850079,0.0069757,Low
TN_1_2023-06-19,1,19-06-2023,3.415248661,3.834424011,3.804784667,0.873035223,3.316692488,43.65176115,3.30946813,0.006618936,Low
TN_1_2023-06-20,1,20-06-2023,3.499157666,3.919372322,3.804784667,0.82260562,3.316692488,41.130281,3.355030399,0.006710061,Low
TN_1_2023-06-21,1,21-06-2023,3.706177757,4.12806641,3.804784667,0.91027266,3.316692488,45.513633,3.488427657,0.006976855,Low
TN_1_2023-06-22,1,22-06-2023,4.040579282,4.465188671,3.804784667,0.91027266,3.316692488,45.513633,3.689748756,0.007379498,Low
TN_1_2023-06-23,1,23-06-2023,3.876592268,4.300131409,3.804784667,0.91027266,3.316692488,45.513633,3.591088985,0.007182178,Low
TN_1_2023-06-24,1,24-06-2023,3.722927725,4.145206543,3.804784667,0.900979669,3.316692488,45.04898345,3.49764588,0.006995292,Low
TN_1_2023-06-25,1,25-06-2023,3.999358288,4.423719916,3.804784667,0.91027266,3.316692488,45.513633,3.664954219,0.007329908,Low
TN_1_2023-06-26,1,26-06-2023,3.754024148,4.176469018,3.804784667,0.91027266,3.316692488,45.513633,3.517274546,0.007034549,Low
TN_1_2023-06-27,1,27-06-2023,3.752130526,4.174683166,3.804784667,0.91027266,3.316692488,45.513633,3.516165315,0.007032331,Low
TN_1_2023-06-28,1,28-06-2023,3.482745366,3.902694912,3.804784667,0.91027266,3.316692488,45.513633,3.353883445,0.006707767,Low
TN_1_2023-06-29,1,29-06-2023,3.374317338,3.793030645,3.804784667,0.781854168,3.316692488,39.0927084,3.27567572,0.006551351,Low
TN_1_2023-06-30,1,30-06-2023,3.435729637,3.85511309,3.804784667,0.695124391,3.316692488,34.75621955,3.304017658,0.006608035,Low
TN_1_2023-07-01,1,01-07-2023,3.670392784,4.091917429,3.804784667,0.91027266,3.316692488,45.513633,3.466865671,0.006933731,Low
TN_1_2023-07-02,1,02-07-2023,3.762850884,4.185518992,3.804784667,0.642237585,3.316692488,32.11187925,3.495822889,0.006991646,Low
TN_1_2023-07-03,1,03-07-2023,3.68513896,4.107105959,3.804784667,0.54954541,3.316692488,27.4772705,3.43975124,0.006879502,Low
TN_1_2023-07-04,1,04-07-2023,3.663286501,4.085031071,3.804784667,0.565017837,3.316692488,28.25089185,3.4281314,0.006856263,Low
TN_1_2023-07-05,1,05-07-2023,3.592526022,4.012281665,3.804784667,0.598461806,3.316692488,29.9230903,3.388522278,0.006777045,Low
TN_1_2023-07-06,1,06-07-2023,3.625693721,4.047132839,3.804784667,0.531628568,3.316692488,26.5814284,3.402160442,0.006804321,Low
TN_1_2023-07-07,1,07-07-2023,3.792567478,4.21542924,3.804784667,0.624024092,3.316692488,31.2012046,3.51187991,0.00702376,Low
TN_1_2023-07-08,1,08-07-2023,3.763365083,4.185981125,3.804784667,0.675050389,3.316692488,33.75251945,3.499399672,0.006998799,Low
TN_1_2023-07-09,1,09-07-2023,3.5231958,3.943617894,3.804784667,0.607782175,3.316692488,30.38910875,3.348022794,0.006696046,Low
TN_1_2023-07-10,1,10-07-2023,3.452061012,3.871634221,3.804784667,0.699015346,3.316692488,34.9507673,3.314253017,0.006628506,Low
TN_1_2023-07-11,1,11-07-2023,3.691514867,4.113524038,3.804784667,0.715160054,3.316692488,35.7580027,3.460148792,0.006920298,Low
TN_1_2023-07-12,1,12-07-2023,3.801740675,4.224636483,3.804784667,0.679442589,3.316692488,33.97212945,3.522934189,0.007045868,Low
TN_1_2023-07-13,1,13-07-2023,3.626347252,4.047821791,3.804784667,0.91027266,3.316692488,45.513633,3.440425825,0.006880852,Low
